BusinessEntityID,PhoneNumber,PhoneNumberTypeID,ModifiedDate
757,1 (11) 500 555-0148,3,2013-07-31 00:00:00.000
759,859-555-0173,3,2011-07-01 00:00:00.000
761,119-555-0167,1,2012-05-30 00:00:00.000
763,115-555-0113,3,2011-08-01 00:00:00.000
765,937-555-0136,3,2012-06-30 00:00:00.000
767,680-555-0192,1,2012-05-30 00:00:00.000
769,1 (11) 500 555-0178,1,2013-05-30 00:00:00.000
771,219-555-0126,1,2013-05-30 00:00:00.000
773,839-555-0198,1,2013-07-31 00:00:00.000
775,551-555-0155,3,2012-07-31 00:00:00.000
777,188-555-0152,3,2012-04-30 00:00:00.000
779,767-555-0151,3,2011-07-01 00:00:00.000
781,394-555-0176,1,2012-06-30 00:00:00.000
783,1 (11) 500 555-0113,1,2013-07-31 00:00:00.000
785,820-555-0166,3,2012-07-31 00:00:00.000
787,358-555-0188,1,2011-08-01 00:00:00.000
789,819-555-0186,1,2011-07-01 00:00:00.000
791,175-555-0198,1,2012-05-30 00:00:00.000
793,752-555-0185,3,2011-07-01 00:00:00.000
795,1 (11) 500 555-0118,1,2013-06-30 00:00:00.000
797,572-555-0156,1,2012-07-31 00:00:00.000
799,138-555-0156,1,2011-08-01 00:00:00.000
801,143-555-0113,3,2012-07-31 00:00:00.000
803,147-555-0192,1,2011-08-01 00:00:00.000
805,835-555-0116,3,2011-08-01 00:00:00.000
807,1 (11) 500 555-0197,1,2012-06-30 00:00:00.000
809,1 (11) 500 555-0193,3,2013-06-30 00:00:00.000
811,722-555-0169,1,2011-08-01 00:00:00.000
813,576-555-0171,1,2011-08-01 00:00:00.000
815,156-555-0187,3,2011-07-01 00:00:00.000
817,706-555-0140,1,2011-07-01 00:00:00.000
819,754-555-0134,3,2011-05-31 00:00:00.000
821,899-555-0134,1,2012-09-30 00:00:00.000
823,169-555-0178,3,2013-07-31 00:00:00.000
825,698-555-0183,3,2011-08-01 00:00:00.000
827,916-555-0137,3,2011-08-01 00:00:00.000
829,1 (11) 500 555-0153,3,2013-06-30 00:00:00.000
831,158-555-0188,1,2011-07-01 00:00:00.000
833,1 (11) 500 555-0178,3,2013-06-30 00:00:00.000
835,362-555-0121,3,2012-10-30 00:00:00.000
837,539-555-0121,1,2013-06-30 00:00:00.000
839,962-555-0144,3,2011-10-01 00:00:00.000
841,716-555-0123,1,2014-01-29 00:00:00.000
843,674-555-0188,3,2012-10-30 00:00:00.000
845,186-555-0135,1,2011-07-01 00:00:00.000
847,847-555-0151,3,2012-06-30 00:00:00.000
849,425-555-0158,1,2011-08-01 00:00:00.000
851,185-555-0190,3,2011-05-31 00:00:00.000
853,1 (11) 500 555-0130,1,2013-07-31 00:00:00.000
855,1 (11) 500 555-0176,3,2013-07-31 00:00:00.000
857,691-555-0149,3,2013-05-30 00:00:00.000
859,834-555-0132,1,2013-07-31 00:00:00.000
861,962-555-0112,1,2012-07-31 00:00:00.000
863,753-555-0179,1,2011-08-01 00:00:00.000
865,1 (11) 500 555-0123,1,2012-12-31 00:00:00.000
867,1 (11) 500 555-0136,3,2013-07-31 00:00:00.000
869,554-555-0124,1,2011-07-01 00:00:00.000
871,252-555-0127,1,2012-07-31 00:00:00.000
873,581-555-0172,3,2012-05-30 00:00:00.000
875,1 (11) 500 555-0191,1,2013-05-30 00:00:00.000
877,153-555-0114,1,2011-08-01 00:00:00.000
879,957-555-0125,3,2011-05-31 00:00:00.000
881,329-555-0183,1,2011-08-01 00:00:00.000
883,475-555-0188,3,2011-07-01 00:00:00.000
885,920-555-0191,3,2012-07-31 00:00:00.000
887,1 (11) 500 555-0115,3,2013-05-30 00:00:00.000
889,993-555-0162,1,2013-09-30 00:00:00.000
891,627-555-0192,3,2012-06-30 00:00:00.000
893,1 (11) 500 555-0119,1,2014-05-01 00:00:00.000
895,272-555-0123,3,2011-08-01 00:00:00.000
897,395-555-0128,3,2011-10-01 00:00:00.000
899,768-555-0125,1,2011-07-01 00:00:00.000
901,191-555-0198,3,2012-07-31 00:00:00.000
903,721-555-0163,3,2011-05-31 00:00:00.000
905,1 (11) 500 555-0123,3,2013-07-31 00:00:00.000
907,994-555-0194,3,2011-05-31 00:00:00.000
909,991-555-0148,1,2013-07-31 00:00:00.000
911,777-555-0163,1,2012-07-31 00:00:00.000
913,596-555-0153,3,2011-07-01 00:00:00.000
915,492-555-0146,1,2012-06-30 00:00:00.000
917,1 (11) 500 555-0137,1,2013-07-31 00:00:00.000
919,962-555-0175,1,2012-12-31 00:00:00.000
921,653-555-0170,3,2013-08-30 00:00:00.000
923,912-555-0149,1,2011-12-01 00:00:00.000
925,672-555-0112,1,2011-08-01 00:00:00.000
927,150-555-0127,1,2012-07-31 00:00:00.000
929,192-555-0173,3,2012-05-30 00:00:00.000
931,710-555-0173,3,2012-05-30 00:00:00.000
933,245-555-0173,1,2011-07-01 00:00:00.000
935,417-555-0182,1,2011-07-01 00:00:00.000
937,724-555-0161,3,2012-07-31 00:00:00.000
939,1 (11) 500 555-0181,1,2013-05-30 00:00:00.000
941,1 (11) 500 555-0198,1,2013-06-30 00:00:00.000
943,1 (11) 500 555-0169,1,2012-05-30 00:00:00.000
945,1 (11) 500 555-0112,1,2013-06-30 00:00:00.000
947,692-555-0136,1,2012-06-30 00:00:00.000
949,583-555-0198,3,2012-07-31 00:00:00.000
951,521-555-0183,1,2012-05-30 00:00:00.000
953,149-555-0196,3,2012-05-30 00:00:00.000
955,605-555-0111,3,2011-10-31 00:00:00.000
957,669-555-0149,3,2012-06-30 00:00:00.000
959,898-555-0137,3,2011-10-01 00:00:00.000
961,1 (11) 500 555-0191,1,2012-06-30 00:00:00.000
963,164-555-0145,1,2011-07-01 00:00:00.000
965,637-555-0120,1,2011-10-31 00:00:00.000
967,621-555-0157,1,2013-05-30 00:00:00.000
969,495-555-0161,1,2011-07-01 00:00:00.000
971,1 (11) 500 555-0180,1,2013-06-30 00:00:00.000
973,433-555-0162,3,2011-07-01 00:00:00.000
975,121-555-0139,1,2012-06-30 00:00:00.000
977,132-555-0150,1,2012-07-31 00:00:00.000
979,674-555-0187,1,2011-07-01 00:00:00.000
981,1 (11) 500 555-0168,3,2012-05-30 00:00:00.000
983,1 (11) 500 555-0114,3,2013-07-31 00:00:00.000
985,737-555-0163,1,2012-06-30 00:00:00.000
987,351-555-0130,1,2012-06-30 00:00:00.000
989,385-555-0140,3,2013-07-31 00:00:00.000
991,461-555-0118,3,2012-06-30 00:00:00.000
993,479-555-0129,3,2013-07-31 00:00:00.000
995,1 (11) 500 555-0112,3,2013-08-30 00:00:00.000
997,141-555-0172,1,2011-08-01 00:00:00.000
999,552-555-0141,1,2013-07-31 00:00:00.000
1001,244-555-0127,1,2012-05-30 00:00:00.000
1003,867-555-0114,1,2013-07-31 00:00:00.000
1005,623-555-0153,1,2013-05-30 00:00:00.000
1007,1 (11) 500 555-0182,1,2013-06-30 00:00:00.000
1009,344-555-0144,1,2011-07-01 00:00:00.000
1011,418-555-0115,1,2011-10-31 00:00:00.000
1013,216-555-0122,3,2012-07-31 00:00:00.000
1015,582-555-0113,1,2011-08-01 00:00:00.000
1017,497-555-0147,1,2011-05-31 00:00:00.000
1019,1 (11) 500 555-0167,3,2013-07-31 00:00:00.000
1021,926-555-0159,1,2011-07-01 00:00:00.000
1023,872-555-0171,1,2013-06-30 00:00:00.000
1025,828-555-0186,3,2012-07-31 00:00:00.000
1027,170-555-0127,1,2012-06-30 00:00:00.000
1029,703-555-0158,3,2013-06-30 00:00:00.000
1031,774-555-0133,1,2011-07-01 00:00:00.000
1033,713-555-0168,1,2012-06-30 00:00:00.000
1035,751-555-0119,3,2013-05-30 00:00:00.000
1037,1 (11) 500 555-0191,3,2013-07-31 00:00:00.000
1039,763-555-0120,1,2012-07-31 00:00:00.000
1041,1 (11) 500 555-0182,1,2013-07-31 00:00:00.000
1043,393-555-0167,3,2011-05-31 00:00:00.000
1045,967-555-0129,3,2011-05-31 00:00:00.000
1047,107-555-0117,3,2012-08-30 00:00:00.000
1049,859-555-0140,1,2011-05-31 00:00:00.000
1051,272-555-0126,3,2012-06-30 00:00:00.000
1053,1 (11) 500 555-0118,1,2013-05-30 00:00:00.000
1055,143-555-0129,1,2011-07-01 00:00:00.000
1057,1 (11) 500 555-0197,1,2013-06-30 00:00:00.000
1059,790-555-0197,3,2014-05-01 00:00:00.000
1061,214-555-0145,3,2012-07-31 00:00:00.000
1063,456-555-0184,1,2012-07-31 00:00:00.000
1065,158-555-0154,1,2011-08-01 00:00:00.000
1067,784-555-0120,1,2012-06-30 00:00:00.000
1069,215-555-0197,1,2012-06-30 00:00:00.000
1071,1 (11) 500 555-0178,3,2013-05-30 00:00:00.000
1073,117-555-0110,1,2012-07-31 00:00:00.000
1075,1 (11) 500 555-0144,1,2013-07-31 00:00:00.000
1077,194-555-0149,1,2013-07-31 00:00:00.000
1079,597-555-0132,1,2013-07-31 00:00:00.000
1081,454-555-0160,3,2011-08-01 00:00:00.000
1083,146-555-0176,1,2013-07-31 00:00:00.000
1085,860-555-0119,1,2011-05-31 00:00:00.000
1087,1 (11) 500 555-0157,3,2013-06-30 00:00:00.000
1089,419-555-0166,3,2011-07-01 00:00:00.000
1091,969-555-0117,3,2012-07-31 00:00:00.000
1093,850-555-0198,1,2013-06-30 00:00:00.000
1095,140-555-0188,3,2011-05-31 00:00:00.000
1097,654-555-0150,1,2013-05-30 00:00:00.000
1099,129-555-0120,3,2013-05-30 00:00:00.000
1101,1 (11) 500 555-0181,3,2012-06-30 00:00:00.000
1103,1 (11) 500 555-0123,1,2013-07-31 00:00:00.000
1105,570-555-0199,1,2012-10-30 00:00:00.000
1107,996-555-0196,1,2011-07-01 00:00:00.000
1109,632-555-0171,1,2013-07-31 00:00:00.000
1111,555-555-0162,1,2011-07-01 00:00:00.000
1113,1 (11) 500 555-0187,3,2012-07-31 00:00:00.000
1115,1 (11) 500 555-0119,1,2012-06-30 00:00:00.000
1117,851-555-0127,3,2011-12-01 00:00:00.000
1119,190-555-0186,1,2012-01-29 00:00:00.000
1121,1 (11) 500 555-0146,1,2013-06-30 00:00:00.000
1123,482-555-0188,1,2011-05-31 00:00:00.000
1125,153-555-0195,1,2011-07-01 00:00:00.000
1127,129-555-0185,1,2012-08-30 00:00:00.000
1129,809-555-0152,3,2013-06-30 00:00:00.000
1131,718-555-0152,3,2012-07-31 00:00:00.000
1133,199-555-0135,3,2011-07-01 00:00:00.000
1135,367-555-0124,1,2011-07-01 00:00:00.000
1137,116-555-0163,3,2012-05-30 00:00:00.000
1139,1 (11) 500 555-0127,3,2013-06-30 00:00:00.000
1141,1 (11) 500 555-0112,1,2012-06-30 00:00:00.000
1143,697-555-0131,3,2014-05-01 00:00:00.000
1145,703-555-0120,1,2013-05-30 00:00:00.000
1147,652-555-0189,1,2011-08-01 00:00:00.000
1149,344-555-0133,3,2012-07-31 00:00:00.000
1151,1 (11) 500 555-0140,1,2013-05-30 00:00:00.000
1153,1 (11) 500 555-0113,3,2012-05-30 00:00:00.000
1155,103-555-0151,3,2012-06-30 00:00:00.000
1157,458-555-0179,3,2013-07-31 00:00:00.000
1159,1 (11) 500 555-0112,3,2013-07-31 00:00:00.000
1161,910-555-0116,1,2012-05-30 00:00:00.000
1163,762-555-0110,1,2011-07-01 00:00:00.000
1165,356-555-0190,1,2013-07-31 00:00:00.000
1167,523-555-0170,3,2012-07-31 00:00:00.000
1169,858-555-0140,1,2011-08-01 00:00:00.000
1171,320-555-0134,3,2013-01-28 00:00:00.000
1173,476-555-0139,1,2011-07-01 00:00:00.000
1175,230-555-0164,1,2011-08-31 00:00:00.000
1177,1 (11) 500 555-0187,3,2013-07-31 00:00:00.000
1179,595-555-0131,1,2011-07-01 00:00:00.000
1181,895-555-0160,1,2011-07-01 00:00:00.000
1183,207-555-0129,3,2011-05-31 00:00:00.000
1185,170-555-0189,1,2011-05-31 00:00:00.000
1187,224-555-0126,3,2012-07-31 00:00:00.000
1189,1 (11) 500 555-0179,1,2013-06-30 00:00:00.000
1191,303-555-0117,1,2011-07-01 00:00:00.000
1193,685-555-0176,1,2011-08-01 00:00:00.000
1195,495-555-0113,3,2013-05-30 00:00:00.000
1197,1 (11) 500 555-0186,1,2013-05-30 00:00:00.000
1199,765-555-0141,1,2012-06-30 00:00:00.000
1201,165-555-0172,3,2012-06-30 00:00:00.000
1203,731-555-0187,3,2011-08-01 00:00:00.000
1205,928-555-0117,1,2011-05-31 00:00:00.000
1207,1 (11) 500 555-0116,1,2013-06-30 00:00:00.000
1209,1 (11) 500 555-0115,1,2013-06-30 00:00:00.000
1211,112-555-0195,3,2012-10-30 00:00:00.000
1213,330-555-0116,3,2011-07-01 00:00:00.000
1215,510-555-0123,3,2012-07-31 00:00:00.000
1217,275-555-0179,1,2012-07-31 00:00:00.000
1219,1 (11) 500 555-0146,1,2012-06-30 00:00:00.000
1221,1 (11) 500 555-0132,3,2013-07-31 00:00:00.000
1223,656-555-0173,3,2011-07-01 00:00:00.000
1225,145-555-0166,3,2011-08-01 00:00:00.000
1227,249-555-0179,1,2011-07-01 00:00:00.000
1229,390-555-0150,1,2013-06-30 00:00:00.000
1231,1 (11) 500 555-0144,1,2013-06-30 00:00:00.000
1233,1 (11) 500 555-0165,1,2012-05-30 00:00:00.000
1235,155-555-0149,1,2012-06-30 00:00:00.000
1237,244-555-0115,1,2013-06-30 00:00:00.000
1239,871-555-0159,1,2011-05-31 00:00:00.000
1241,608-555-0162,1,2012-06-30 00:00:00.000
1243,362-555-0177,3,2011-08-01 00:00:00.000
1245,129-555-0185,3,2011-10-31 00:00:00.000
1247,108-555-0171,3,2013-07-31 00:00:00.000
1249,1 (11) 500 555-0199,3,2013-07-31 00:00:00.000
1251,979-555-0163,1,2013-06-30 00:00:00.000
1253,136-555-0134,1,2012-06-30 00:00:00.000
1255,556-555-0192,3,2012-05-30 00:00:00.000
1257,810-555-0198,1,2011-08-01 00:00:00.000
1259,1 (11) 500 555-0173,3,2013-07-31 00:00:00.000
1261,1 (11) 500 555-0170,1,2013-06-30 00:00:00.000
1263,814-555-0130,3,2012-05-30 00:00:00.000
1265,996-555-0192,3,2012-06-30 00:00:00.000
1267,265-555-0190,3,2011-08-01 00:00:00.000
1269,107-555-0132,3,2011-07-01 00:00:00.000
1271,1 (11) 500 555-0122,1,2013-06-30 00:00:00.000
1273,1 (11) 500 555-0127,1,2012-07-31 00:00:00.000
1275,290-555-0196,1,2013-06-30 00:00:00.000
1277,452-555-0179,1,2012-07-31 00:00:00.000
1279,436-555-0160,1,2011-10-01 00:00:00.000
1281,932-555-0163,1,2013-07-31 00:00:00.000
1283,1 (11) 500 555-0155,3,2013-07-31 00:00:00.000
1285,1 (11) 500 555-0181,3,2013-07-31 00:00:00.000
1287,653-555-0159,3,2012-10-30 00:00:00.000
1289,482-555-0174,1,2012-06-30 00:00:00.000
1291,396-555-0139,3,2013-06-30 00:00:00.000
1293,306-555-0166,1,2012-05-30 00:00:00.000
1295,491-555-0132,1,2011-08-01 00:00:00.000
1297,371-555-0112,3,2013-07-31 00:00:00.000
1299,1 (11) 500 555-0165,3,2013-06-30 00:00:00.000
1301,1 (11) 500 555-0126,1,2013-05-30 00:00:00.000
1303,947-555-0143,3,2013-06-30 00:00:00.000
1305,645-555-0193,1,2013-07-31 00:00:00.000
1307,354-555-0130,3,2011-08-01 00:00:00.000
1309,296-555-0171,3,2011-07-01 00:00:00.000
1311,493-555-0134,1,2011-07-01 00:00:00.000
1313,1 (11) 500 555-0119,1,2013-07-31 00:00:00.000
1315,195-555-0196,1,2012-06-30 00:00:00.000
1317,803-555-0116,3,2013-07-31 00:00:00.000
1319,699-555-0183,1,2012-06-30 00:00:00.000
1321,316-555-0138,1,2011-08-01 00:00:00.000
1323,1 (11) 500 555-0167,3,2012-07-31 00:00:00.000
1325,1 (11) 500 555-0176,1,2012-06-30 00:00:00.000
1327,119-555-0195,3,2012-06-30 00:00:00.000
1329,380-555-0116,1,2012-07-31 00:00:00.000
1331,440-555-0132,3,2011-07-01 00:00:00.000
1333,928-555-0116,1,2012-07-31 00:00:00.000
1335,926-555-0164,3,2012-07-31 00:00:00.000
1337,284-555-0185,1,2011-05-31 00:00:00.000
1339,783-555-0110,3,2012-07-31 00:00:00.000
1341,1 (11) 500 555-0189,3,2013-07-31 00:00:00.000
1343,415-555-0147,1,2011-07-01 00:00:00.000
1345,377-555-0132,3,2012-07-31 00:00:00.000
1347,911-555-0165,1,2012-05-30 00:00:00.000
1349,333-555-0113,3,2011-07-01 00:00:00.000
1351,164-555-0118,3,2013-07-31 00:00:00.000
1353,1 (11) 500 555-0133,3,2013-07-31 00:00:00.000
1355,140-555-0128,3,2011-08-01 00:00:00.000
1357,260-555-0130,1,2011-08-01 00:00:00.000
1359,183-555-0111,1,2013-07-31 00:00:00.000
1361,565-555-0181,1,2011-07-01 00:00:00.000
1363,631-555-0155,1,2011-08-01 00:00:00.000
1365,1 (11) 500 555-0159,1,2013-05-30 00:00:00.000
1367,666-555-0143,1,2012-07-31 00:00:00.000
1369,1 (11) 500 555-0196,1,2013-07-31 00:00:00.000
1371,537-555-0190,1,2011-08-31 00:00:00.000
1373,470-555-0171,1,2011-05-31 00:00:00.000
1375,245-555-0191,3,2012-07-31 00:00:00.000
1377,774-555-0177,3,2012-07-31 00:00:00.000
1379,1 (11) 500 555-0134,3,2013-06-30 00:00:00.000
1381,1 (11) 500 555-0174,1,2013-12-31 00:00:00.000
1383,1 (11) 500 555-0146,3,2013-06-30 00:00:00.000
1385,1 (11) 500 555-0178,1,2012-07-31 00:00:00.000
1387,942-555-0141,1,2012-05-30 00:00:00.000
1389,747-555-0113,3,2011-05-31 00:00:00.000
1391,685-555-0117,1,2011-10-31 00:00:00.000
1393,394-555-0168,1,2012-06-30 00:00:00.000
1395,1 (11) 500 555-0139,1,2013-06-30 00:00:00.000
1397,1 (11) 500 555-0137,3,2012-06-30 00:00:00.000
1399,1 (11) 500 555-0177,1,2012-06-30 00:00:00.000
1401,1 (11) 500 555-0113,1,2013-07-31 00:00:00.000
1403,171-555-0147,1,2013-05-30 00:00:00.000
1405,154-555-0115,1,2011-07-01 00:00:00.000
1407,1 (11) 500 555-0174,3,2012-09-30 00:00:00.000
1409,1 (11) 500 555-0175,3,2012-06-30 00:00:00.000
1411,642-555-0187,1,2012-09-30 00:00:00.000
1413,993-555-0179,1,2011-05-31 00:00:00.000
1415,455-555-0144,1,2012-06-30 00:00:00.000
1417,431-555-0153,1,2011-05-31 00:00:00.000
1419,1 (11) 500 555-0179,3,2013-06-30 00:00:00.000
1421,618-555-0193,1,2012-06-30 00:00:00.000
1423,173-555-0151,1,2012-06-30 00:00:00.000
1425,529-555-0195,3,2012-07-31 00:00:00.000
1427,600-555-0162,3,2012-05-30 00:00:00.000
1429,191-555-0151,3,2012-05-30 00:00:00.000
1431,1 (11) 500 555-0158,1,2013-08-30 00:00:00.000
1433,378-555-0157,3,2013-06-30 00:00:00.000
1435,623-555-0144,3,2011-08-01 00:00:00.000
1437,158-555-0123,1,2011-07-01 00:00:00.000
1439,1 (11) 500 555-0195,3,2013-06-30 00:00:00.000
1441,1 (11) 500 555-0162,3,2013-07-31 00:00:00.000
1443,723-555-0124,1,2012-07-31 00:00:00.000
1445,535-555-0189,1,2012-06-30 00:00:00.000
1447,963-555-0146,1,2013-04-30 00:00:00.000
1449,995-555-0114,1,2012-06-30 00:00:00.000
1451,1 (11) 500 555-0125,1,2013-07-31 00:00:00.000
1453,399-555-0114,3,2011-10-01 00:00:00.000
1455,235-555-0199,1,2011-10-01 00:00:00.000
1457,519-555-0112,3,2011-10-01 00:00:00.000
1459,249-555-0124,3,2011-10-31 00:00:00.000
1461,962-555-0139,1,2013-06-30 00:00:00.000
1463,1 (11) 500 555-0114,3,2013-06-30 00:00:00.000
1465,162-555-0174,1,2012-09-30 00:00:00.000
1467,562-555-0119,1,2012-06-30 00:00:00.000
1469,918-555-0127,3,2012-05-30 00:00:00.000
1471,1 (11) 500 555-0176,1,2012-07-31 00:00:00.000
1473,1 (11) 500 555-0181,3,2013-07-31 00:00:00.000
1475,207-555-0167,1,2013-06-30 00:00:00.000
1477,140-555-0192,1,2011-10-01 00:00:00.000
1479,118-555-0184,1,2012-06-30 00:00:00.000
1481,992-555-0134,1,2013-06-30 00:00:00.000
1483,1 (11) 500 555-0182,1,2013-07-31 00:00:00.000
1485,1 (11) 500 555-0183,3,2012-06-30 00:00:00.000
1487,239-555-0198,1,2013-07-31 00:00:00.000
1489,129-555-0164,3,2013-07-31 00:00:00.000
1491,273-555-0100,1,2011-12-23 00:00:00.000
1493,298-555-0100,1,2011-04-25 00:00:00.000
1495,859-555-0100,3,2011-04-25 00:00:00.000
1497,315-555-0100,3,2012-02-03 00:00:00.000
1499,142-555-0100,1,2012-02-02 00:00:00.000
1501,920-555-0100,1,2011-12-24 00:00:00.000
1503,879-555-0100,1,2011-12-24 00:00:00.000
1505,959-555-0100,3,2012-01-25 00:00:00.000
1507,321-555-0100,3,2011-12-24 00:00:00.000
1509,432-555-0100,3,2012-01-25 00:00:00.000
1511,114-555-0100,3,2011-12-23 00:00:00.000
1513,945-555-0100,1,2012-02-03 00:00:00.000
1515,882-555-0100,3,2012-01-25 00:00:00.000
1517,439-555-0100,1,2011-12-24 00:00:00.000
1519,235-555-0100,3,2011-12-24 00:00:00.000
1521,923-555-0100,3,2012-01-25 00:00:00.000
1523,991-555-0100,3,2012-02-02 00:00:00.000
1525,176-555-0100,3,2012-01-25 00:00:00.000
1527,314-555-0100,1,2012-02-03 00:00:00.000
1529,240-555-0100,1,2011-12-24 00:00:00.000
1531,163-555-0100,1,2012-01-29 00:00:00.000
1533,198-555-0100,3,2012-02-02 00:00:00.000
1535,669-555-0100,3,2012-01-17 00:00:00.000
1537,134-555-0100,3,2012-02-18 00:00:00.000
1539,905-555-0100,3,2011-12-23 00:00:00.000
1541,362-555-0100,3,2012-01-25 00:00:00.000
1543,526-555-0100,3,2011-12-24 00:00:00.000
1545,269-555-0100,1,2012-01-29 00:00:00.000
1547,460-555-0100,1,2011-12-24 00:00:00.000
1549,330-555-0100,3,2012-02-03 00:00:00.000
1551,761-555-0100,3,2012-01-25 00:00:00.000
1553,360-555-0100,3,2012-02-18 00:00:00.000
1555,173-555-0100,3,2012-02-18 00:00:00.000
1557,139-555-0100,3,2012-02-03 00:00:00.000
1559,528-555-0100,1,2011-12-24 00:00:00.000
1561,944-555-0100,3,2012-02-02 00:00:00.000
1563,533-555-0100,3,2011-12-23 00:00:00.000
1565,810-555-0100,3,2011-12-23 00:00:00.000
1567,275-555-0100,1,2012-01-17 00:00:00.000
1569,133-555-0100,1,2012-01-25 00:00:00.000
1571,937-555-0100,1,2012-02-02 00:00:00.000
1573,288-555-0100,3,2011-12-24 00:00:00.000
1575,472-555-0100,3,2012-02-03 00:00:00.000
1577,939-555-0100,1,2012-02-18 00:00:00.000
1579,529-555-0100,3,2011-04-25 00:00:00.000
1581,433-555-0100,1,2012-01-25 00:00:00.000
1583,597-555-0100,3,2012-01-25 00:00:00.000
1585,352-555-0100,3,2012-02-02 00:00:00.000
1587,724-555-0100,3,2012-02-02 00:00:00.000
1589,843-555-0100,3,2012-02-03 00:00:00.000
1591,178-555-0100,1,2012-01-29 00:00:00.000
1593,550-555-0100,3,2012-02-03 00:00:00.000
1595,941-555-0100,1,2011-12-24 00:00:00.000
1597,718-555-0100,3,2011-12-24 00:00:00.000
1599,614-555-0100,1,2012-01-25 00:00:00.000
1601,943-555-0100,1,2011-12-23 00:00:00.000
1603,404-555-0100,1,2011-12-23 00:00:00.000
1605,104-555-0100,1,2012-01-25 00:00:00.000
1607,709-555-0100,1,2012-02-02 00:00:00.000
1609,626-555-0100,3,2012-01-25 00:00:00.000
1611,125-555-0100,3,2012-02-02 00:00:00.000
1613,996-555-0100,1,2012-02-02 00:00:00.000
1615,939-555-0100,3,2011-05-09 00:00:00.000
1617,387-555-0100,3,2012-01-29 00:00:00.000
1619,823-555-0100,1,2012-01-29 00:00:00.000
1621,331-555-0100,1,2012-02-02 00:00:00.000
1623,557-555-0100,1,2011-12-24 00:00:00.000
1625,135-555-0100,1,2012-01-25 00:00:00.000
1627,433-555-0100,1,2011-12-23 00:00:00.000
1629,153-555-0100,3,2012-02-02 00:00:00.000
1631,665-555-0100,3,2012-02-02 00:00:00.000
1633,686-555-0100,3,2011-05-09 00:00:00.000
1635,117-555-0100,1,2012-01-17 00:00:00.000
1637,120-555-0100,3,2012-01-25 00:00:00.000
1639,704-555-0100,1,2012-02-02 00:00:00.000
1641,927-555-0100,3,2012-02-02 00:00:00.000
1643,164-555-0100,1,2012-01-25 00:00:00.000
1645,130-555-0100,1,2012-01-17 00:00:00.000
1647,207-555-0100,3,2012-01-17 00:00:00.000
1649,430-555-0100,1,2011-04-25 00:00:00.000
1651,193-555-0100,3,2012-02-18 00:00:00.000
1653,839-555-0100,1,2011-05-09 00:00:00.000
1655,961-555-0100,3,2012-02-02 00:00:00.000
1657,141-555-0100,3,2011-12-24 00:00:00.000
1659,476-555-0100,3,2012-01-25 00:00:00.000
1661,317-555-0100,1,2012-02-02 00:00:00.000
1663,354-555-0100,1,2011-05-09 00:00:00.000
1665,459-555-0100,1,2012-01-29 00:00:00.000
1667,124-555-0100,3,2012-02-03 00:00:00.000
1669,115-555-0100,1,2012-02-03 00:00:00.000
1671,340-555-0100,3,2012-01-25 00:00:00.000
1673,668-555-0100,3,2012-02-18 00:00:00.000
1675,800-555-0100,3,2012-02-03 00:00:00.000
1677,113-555-0100,3,2011-05-09 00:00:00.000
1679,574-555-0100,3,2012-01-25 00:00:00.000
1681,537-555-0100,3,2012-02-02 00:00:00.000
1683,504-555-0100,1,2012-02-02 00:00:00.000
1685,582-555-0100,3,2012-02-02 00:00:00.000
1687,705-555-0100,1,2012-02-18 00:00:00.000
1689,172-555-0100,3,2011-12-23 00:00:00.000
1691,519-555-0100,1,2011-12-24 00:00:00.000
1693,177-555-0100,3,2011-12-24 00:00:00.000
1695,329-555-0100,3,2011-12-24 00:00:00.000
1697,336-555-0100,3,2011-12-23 00:00:00.000
1699,238-555-0100,2,2013-07-31 00:00:00.000
1700,648-555-0100,1,2014-05-05 00:00:00.000
1701,423-555-0100,1,2012-03-06 00:00:00.000
1702,439-555-0100,1,2011-09-26 00:00:00.000
1703,989-555-0100,1,2012-03-17 00:00:00.000
1704,899-555-0100,2,2012-01-14 00:00:00.000
